鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
南區,房地(土地+建物),臺中市南區工學北路86號5樓之19,1.72,商,,,1080214,土地1建物1車位0,五層,18,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0850506,28.64,1,0,0,無,有,有,6000,209,,0.0,0,,RPUOMLPLKHOFFAB38CC
南區,房地(土地+建物),臺中市南區工學北路86號10樓之17,1.72,商,,,1080213,土地1建物1車位0,十層,18,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0850506,28.549999999999997,1,0,0,無,有,有,8500,298,,0.0,0,,RPVOMLPLKHOFFAB48CC
北屯區,房地(土地+建物),臺中市北屯區軍福十五路318號九樓之9,15.96,商,,,1080125,土地1建物0車位0,九層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070907,122.91,2,2,2,有,有,無,15200,124,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金16889，房東租金9折15200，房客租金5折8445,RPTOMLPLKHOFFBB38CC
北區,車位,臺中市北區進化北路317號等公共設施,0.38,商,,,1080201,土地0建物0車位1,,,其他,,,,27.89,0,0,0,有,有,無,2800,,坡道平面,27.89,2800,,RPTPMLPLKHOFFBB48CC
北區,車位,臺中市北區進化北路317號等公共設施,7.81,商,,,1080202,土地0建物0車位1,,,其他,,,,31.88,0,0,0,有,有,有,3200,,坡道平面,31.88,3200,,RPUPMLPLKHOFFBB58CC
北屯區,車位,臺中市北屯區文心路四段288號等公共設施,0.0,,,,1080126,土地0建物0車位1,,,其他,,,,27.23,0,0,0,有,有,無,3500,,坡道平面,27.23,3500,,RPVPMLPLKHOFFBB68CC
北屯區,車位,臺中市北屯區文心路四段288號等公共設施,0.0,,,,1080208,土地0建物0車位1,,,其他,,,,13.62,0,0,0,有,有,無,2200,,坡道機械,13.62,2200,,RPXPMLPLKHOFFBB88CC
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段288號9樓之3,10.25,商,,,1080130,土地1建物1車位1,九層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,120.57,2,1,2,有,有,有,26000,216,坡道平面,27.23,0,含管理費、稅金或水電等費用。；,RPOQMLPLKHOFFBB08CC
北屯區,車位,臺中市北屯區文心路四段288號等公共設施,0.0,,,,1080130,土地0建物0車位1,,0,其他,見其他登記事項,鋼筋混凝土造,1040423,27.23,0,0,0,有,有,無,3500,,坡道平面,27.23,3500,,RPPQMLPLKHOFFBB18CC
北屯區,車位,臺中市北屯區文心路四段288號等公共設施,0.0,,,,1080215,土地0建物0車位1,,,其他,,,,27.23,0,0,0,有,有,無,3500,,坡道平面,27.23,3500,,RPQQMLPLKHOFFBB28CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段288號20樓25,9.99,商,,,1080214,土地1建物1車位0,二十層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,111.53,2,1,2,有,有,有,23000,206,,0.0,0,,RPTQMLPLKHOFFBB58CC
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段288號12樓之19,9.74,商,,,1080212,土地1建物1車位1,十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,107.75,2,1,2,有,有,有,25000,232,坡道機械,13.62,0,含管理費、稅金或水電等費用。；,RPVQMLPLKHOFFBB78CC
北屯區,車位,臺中市北屯區文心路四段288號等公共設施,0.0,,,,1080214,土地0建物0車位1,,,其他,,,,27.23,0,0,0,有,有,無,3500,,坡道平面,27.23,3500,,RPXQMLPLKHOFFBB98CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段288號11樓16,5.84,商,,,1080211,土地1建物1車位0,十一層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,62.95,0,0,0,無,有,有,18000,286,,0.0,0,,RPORMLPLKHOFFBB18CC
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段288號10樓之6,11.3,商,,,1080213,土地1建物1車位1,十層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,127.06,2,1,2,有,有,有,25000,197,坡道機械,13.62,0,,RPPRMLPLKHOFFBB28CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段288號9樓之16,5.84,商,,,1080213,土地1建物1車位0,九層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,62.95,0,0,0,無,有,有,16500,262,,0.0,0,,RPQRMLPLKHOFFBB38CC
北屯區,車位,臺中市北屯區文心路四段288號等公共設施,0.0,,,,1080213,土地0建物0車位1,,,其他,,,,27.23,0,0,0,有,有,無,3500,,坡道平面,27.23,3500,,RPRRMLPLKHOFFBB48CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段288號13樓之11,6.84,商,,,1080214,土地1建物1車位0,十三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,90.66,0,0,0,無,有,有,18000,199,,0.0,0,,RPSRMLPLKHOFFBB58CC
北區,房地(土地+建物),臺中市北區健行路425巷14之7號,5.45,住,,,1080128,土地1建物0車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690424,19.57,1,0,1,有,無,有,4680,239,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金5200，房東租金9折4680，房客租金7折3640,RPURMLPLKHOFFBB78CC
北區,房地(土地+建物),臺中市北區瑞祥街27之7號,6.37,住,,,1080128,土地1建物0車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701223,17.45,1,0,1,有,無,有,5400,309,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金6000，房東租金9折5400，房客租金7折4200,RPVRMLPLKHOFFBB88CC
豐原區,房地(土地+建物),臺中市豐原區豐原大道三段343巷62號三樓,25.03,住,,,1080126,土地2建物0車位0,全,5,透天厝,住家用,鋼筋混凝土造,0850704,25.03,1,0,1,有,無,有,7300,292,,0.0,0,,RPPOMLPLKHOFFDB18CC
豐原區,房地(土地+建物),臺中市豐原區大明路197號,97.9,住,,,1080222,土地1建物1車位0,一層,15,店面(店鋪),商業用,鋼筋混凝土造,1061124,53.74,0,0,0,無,有,無,19500,363,,0.0,0,,RPPNMLQLKHOFFDB18CC
太平區,房地(土地+建物),臺中市太平區中山路一段245巷18號八樓之25,4.53,,鄉村區,乙種建築用地,1080128,土地1建物0車位0,八層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0880909,21.68,1,0,1,有,有,有,3600,166,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金4000，房東租金9折3600，房客租金9折3600,RPQOMLQLKHOFFJB98CC
太平區,房地(土地+建物),臺中市太平區長億二街5巷5號,120.35,住,,,1080129,土地1建物1車位0,全,2,透天厝,見其他登記事項,鋼筋混凝土造,0770309,123.47,3,2,3,有,無,有,17100,138,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金19000，房東租金9折17100，房客租金7折13300地上一樓平面停車,RPSOMLQLKHOFFJB56CC
太平區,房地(土地+建物),臺中市太平區中山路一段245巷18號四樓之26,4.53,,鄉村區,乙種建築用地,1080129,土地1建物0車位0,四層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0880909,21.68,1,0,1,有,有,有,4500,208,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金5000，房東租金9折4500，房客租金7折3500,RPTOMLQLKHOFFJB66CC
太平區,房地(土地+建物),臺中市太平區宜昌路326號11樓之2,4.81,住,,,1080202,土地1建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0821231,30.0,1,1,1,有,有,有,5000,167,,0.0,0,,RPRNMLQLKHOFFJB09DC
北區,房地(土地+建物),臺中市北區健行路86巷1弄29之4號,24.63,住,,,1080125,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730120,66.11,3,2,2,有,無,有,10350,157,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金11500，房東租金9折10350，房客租金7折8050,RPTNMLQLKHOFFBB38CC
北屯區,房地(土地+建物),臺中市北屯區遼寧路一段158號6樓,12.22,住,,,1080221,土地2建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890218,98.01,2,2,1,有,有,有,15000,153,,0.0,0,含管理費、稅金或水電等費用。；,RPUNMLQLKHOFFBB48CC
北屯區,房地(土地+建物),臺中市北屯區興安路二段77號2F,3.0,住,,,1080225,土地1建物1車位0,二層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040721,25.0,1,0,1,有,無,有,8500,340,,0.0,0,,RPVNMLQLKHOFFBB58CC
北區,房地(土地+建物),臺中市北區健行路86巷1弄29之4號,24.62,住,,,1080129,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730120,66.11,3,2,2,有,無,有,10350,157,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金11500，房東租金9折10350，房客租金7折8050,RPQPMLQLKHOFFBB28CC
北屯區,房地(土地+建物),臺中市北屯區大連路一段295號5樓之2,5.41,住,,,1080129,土地6建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730419,24.79,1,0,1,有,無,有,9405,379,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金10450，房東租金9折9405，房客租金7折7315,RPVPMLQLKHOFFBB78CC
北屯區,房地(土地+建物),臺中市北屯區太原路三段243巷2號5樓之12,5.02,住,,,1080129,土地1建物0車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821214,28.22,1,0,1,有,有,有,5670,201,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金6300，房東租金9折5670，房客租金7折4410,RPQQMLQLKHOFFBB38CC
北區,房地(土地+建物),臺中市北區進化路577之8號5樓之5,3.23,住,,,1080130,土地1建物0車位0,五層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800606,46.129999999999995,1,1,1,有,有,有,6525,141,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金7250，房東租金9折6525，房客租金7折5075,RPRQMLQLKHOFFBB48CC
西區,房地(土地+建物),臺中市西區忠明南路122號12樓之2,19.03,住,,,1080220,土地1建物1車位0,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871030,206.17,3,2,2,有,有,有,40000,194,,0.0,0,起租日:108/03/01租金總額含稅含管。,RPQOMLQLKHOFFAB08CC
西區,建物,臺中市西區臺灣大道二段２３３號,0.0,住,,,1080215,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0670831,296.95,7,2,3,有,無,有,45000,152,,0.0,0,租金調漲:第四年起租金調為47250元，第五年起租金調為49600元。,RPUOMLQLKHOFFAB48CC
西區,房地(土地+建物),臺中市西區民權路185號十一樓之16,3.56,商,,,1080130,土地3建物0車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720819,44.21,1,0,1,有,有,有,7560,171,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金8400，房東租金9折7560，房客租金7折5880,RPVOMLQLKHOFFAB58CC
西區,房地(土地+建物),臺中市西區精誠二十一街16號,29.47,住,,,1080130,土地1建物0車位0,全,5,透天厝,見其他登記事項,鋼筋混凝土造,1070329,29.47,1,0,1,有,無,有,12600,428,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金14000，房東租金9折12600，房客租金7折9800,RPWOMLQLKHOFFAB68CC
東區,房地(土地+建物),臺中市東區立德街149號3樓之2,27.0,住,,,1080130,土地2建物0車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760701,90.49,3,2,2,有,無,有,13500,149,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金15000，房東租金9折13500，房客租金7折10500；本棟區分所有權共九戶，故土地持分以九等分計之,RPXOMLQLKHOFFAB78CC
西屯區,房地(土地+建物),臺中市西屯區漢成五街18之5號,6.99,住,,,1080128,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721028,24.53,1,0,1,有,無,有,6300,257,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金7000，房東租金9折6300，房客租金7折4900,RPRNMLQLKHOFFCB28CC
西屯區,房地(土地+建物),臺中市西屯區長安路二段5之4號,5.01,住,,,1080128,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710727,29.75,1,0,1,有,無,有,6930,233,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金7700，房東租金9折6930，房客租金7折5390,RPSNMLQLKHOFFCB38CC
西屯區,房地(土地+建物),臺中市西屯區長安路二段5之4號,5.01,住,,,1080128,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710727,16.52,1,0,1,有,無,有,4680,283,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金5200，房東租金9折4680，房客租金7折3640,RPVNMLQLKHOFFCB68CC
西屯區,房地(土地+建物),臺中市西屯區青海路一段95號四樓之15,6.53,住,,,1080128,土地1建物0車位0,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830629,55.32,1,1,1,有,有,有,13500,244,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金15000，房東租金9折13500，房客租金7折10500,RPXNMLQLKHOFFCB88CC
西屯區,房地(土地+建物),臺中市西屯區漢成五街18之5號,6.99,住,,,1080129,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721028,19.57,1,0,1,有,無,有,5220,267,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金5800，房東租金9折5220，房客租金7折4060,RPQOMLQLKHOFFCB28CC
西屯區,建物,臺中市西屯區西屯路三段１６６之６７號,0.0,住,,,1080214,土地0建物1車位1,見其他登記事項,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0950512,376.87,6,3,4,有,有,有,80000,212,其他,0.0,0,,RPQPMLQLKHOFFCB38CC
西屯區,建物,臺中市西屯區寧夏東一街４１號,0.0,住,,,1080215,土地0建物1車位0,一層,6,店面(店鋪),商業用,鋼筋混凝土造,0790430,139.52,1,2,1,有,無,有,27000,194,,0.0,0,,RPRPMLQLKHOFFCB48CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段6號二十樓之12,6.32,商,,,1080130,土地1建物0車位0,二十層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,70.47,1,1,1,有,有,有,17100,243,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金19000，房東租金9折17100，房客租金7折13300,RPVPMLQLKHOFFCB88CC
西屯區,房地(土地+建物),臺中市西屯區長安路二段5之4號,26.44,住,,,1080201,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710727,26.44,1,0,1,有,無,有,5580,211,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金6200，房東租金9折5580，房客租金7折4340,RPVQMLRLKHOFFCB09CC
西區,房地(土地+建物)+車位,臺中市西區台灣大道二段419號9樓之5,24.0,住,,,1080225,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980723,247.79000000000002,3,2,2,有,有,有,49240,199,坡道平面,37.16,0,,RPSNMLRLKHOFFAB28CC
東區,房地(土地+建物),臺中市東區立德街149號3樓之1,27.0,住,,,1080130,土地2建物0車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760701,86.38,3,2,2,有,無,有,13500,156,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金15000，房東租金9折13500，房客租金7折10500，本棟公寓共有9筆區分所有權，故土地坪數以9筆分算平均計之,RPUQMLRLKHOFFAB78CC
南區,房地(土地+建物),臺中市南區復興北路361號九樓之5,11.18,其他,,,1080129,土地1建物0車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890518,116.36,3,2,2,有,有,有,17100,147,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金19000，房東租金9折17100，房客租金7折13300,RPVQMLRLKHOFFAB88CC
太平區,房地(土地+建物),臺中市太平區中山路一段245巷18號4樓之25,4.53,,鄉村區,乙種建築用地,1080128,土地1建物0車位0,四層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0880909,21.68,1,0,1,有,有,有,4770,220,,0.0,0,,RPUOMLRLKHOFFJB86CC
太平區,建物,臺中市太平區旱溪西路二段２４９號五樓之５,0.0,住,,,1080217,土地0建物1車位1,五層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051104,147.62,3,2,2,有,有,有,17000,115,坡道平面,17.88,0,,RPPNMLLJLHOFFJB18CC
北屯區,房地(土地+建物),臺中市北屯區柳陽西街118號,634.0,住,,,1080227,土地4建物1車位0,全,2,透天厝,見其他登記事項,鋼筋混凝土造,1071112,258.64,0,0,0,無,無,無,116000,448,,0.0,0,,RPPNMLLJLHOFFBB37CC
北區,房地(土地+建物),臺中市北區進化北路317號18樓之8,5.7,商,,,1080224,土地2建物1車位0,十八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,66.37,0,0,0,無,有,有,15000,226,,0.0,0,,RPOOMLLJLHOFFBB37CC
北區,房地(土地+建物),臺中市北區進化北路317號17樓之18,5.87,商,,,1080222,土地2建物1車位0,十七層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,68.08,0,0,0,無,有,有,14000,206,,0.0,0,,RPPOMLLJLHOFFBB47CC
北區,車位,臺中市北區進化北路317號等公共設施,0.38,商,,,1080222,土地0建物0車位1,,,其他,,,,27.9,0,0,0,有,有,無,3200,,坡道平面,27.9,3200,,RPQOMLLJLHOFFBB57CC
北屯區,房地(土地+建物),臺中市北屯區安順東二街5號,37.71,住,,,1080202,土地1建物1車位0,一層,11,店面(店鋪),住商用,鋼筋混凝土造,0811124,205.75,1,0,1,有,有,有,19000,92,,0.0,0,出租範圍:一樓、騎樓、地下室,RPROMLLJLHOFFBB67CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段288號14樓之5,10.29,商,,,1080225,土地1建物1車位0,十四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,113.21000000000001,2,1,2,有,有,有,22500,199,,0.0,0,,RPSOMLLJLHOFFBB77CC
北屯區,車位,臺中市北屯區文心路四段288號等公共設施,0.0,,,,1080219,土地0建物0車位1,,,其他,,,,13.62,0,0,0,有,有,無,2500,,坡道機械,13.62,2500,,RPTOMLLJLHOFFBB87CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段288號3樓之8,6.93,商,,,1080219,土地1建物1車位0,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,90.91,1,1,1,有,有,有,18000,198,,0.0,0,,RPUOMLLJLHOFFBB97CC
北屯區,車位,臺中市北屯區文心路四段288號等公共設施,0.0,,,,1080218,土地0建物0車位1,,,其他,,,,27.23,0,0,0,有,有,無,3500,,坡道平面,27.23,3500,,RPVOMLLJLHOFFBB08CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段288號8樓之9,10.62,商,,,1080218,土地1建物1車位0,八層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,113.39,2,1,2,有,有,有,22000,194,,0.0,0,,RPWOMLLJLHOFFBB18CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段13之5號6樓,27.87,住,,,1080213,土地1建物1車位0,六層,7,辦公商業大樓,住家用,鋼筋混凝土造,0770615,156.23000000000002,0,0,0,無,有,無,30000,192,,0.0,0,,RPPNMLLJLHOFFCB47CC
南屯區,房地(土地+建物)+車位,臺中市南屯區公益路二段615號11樓之4,16.19,住,,,1080227,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880429,156.94,3,2,2,有,有,有,20000,127,坡道平面,23.21,0,,RPUNMLLJLHOFFCB97CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段6號6樓之1,5.87,商,,,1080219,土地1建物1車位0,六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,61.55,0,0,0,無,有,有,14000,227,,0.0,0,,RPUOMLLJLHOFFCB08CC
西屯區,車位,臺中市西屯區弘孝路161號等公共設施,0.0,,,,1080213,土地0建物0車位1,,,其他,,,,32.43,0,0,0,有,有,無,3500,,坡道平面,32.43,3500,,RPVOMLLJLHOFFCB18CC
西屯區,房地(土地+建物),臺中市西屯區西屯路二段247號4樓之9,6.44,商,,,1080211,土地1建物1車位0,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990201,70.11,0,0,0,無,有,有,17000,242,,0.0,0,含管理費、稅金或水電等費用。；,RPWOMLLJLHOFFCB28CC
西屯區,車位,臺中市西屯區文心路三段6號等公共設施,0.0,,,,1080223,土地0建物0車位1,,,其他,,,,37.8,0,0,0,有,有,無,2500,,坡道平面,37.8,2500,,RPXOMLLJLHOFFCB38CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段6號20樓之19,5.91,商,,,1080223,土地1建物1車位0,二十層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,61.72,0,0,0,無,有,有,17000,275,,0.0,0,含管理費、稅金或水電等費用。；,RPOPMLLJLHOFFCB57CC
西屯區,車位,臺中市西屯區文心路三段6號等公共設施,0.0,,,,1080219,土地0建物0車位1,,,其他,,,,37.8,0,0,0,有,有,無,2200,,坡道平面,37.8,2200,,RPPPMLLJLHOFFCB67CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段6號16樓之1,5.51,商,,,1080216,土地1建物1車位0,十六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,61.559999999999995,0,0,0,無,有,有,16000,260,,0.0,0,,RPQPMLLJLHOFFCB77CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段6號21樓之9,5.99,商,,,1080214,土地1建物1車位0,二十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,58.53999999999999,0,0,0,無,無,有,15500,265,,0.0,0,,RPRPMLLJLHOFFCB87CC
神岡區,房地(土地+建物)+車位,臺中市神岡區大漢街31巷18號4F,22.34,住,,,1080223,土地1建物2車位1,四層,7,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,0850202,117.92,3,2,2,有,有,無,12000,102,坡道平面,0.0,0,,RPTNMLOJLHOFFDB28CC
豐原區,房地(土地+建物),臺中市豐原區豐西街150巷5號1樓,217.0,住,,,1080226,土地1建物1車位0,全,2,透天厝,住家用,見其他登記事項,0930617,245.52,1,1,2,有,無,無,25000,102,,0.0,0,,RPUNMLOJLHOFFDB38CC
大雅區,房地(土地+建物),臺中市大雅區雅楓街103號七樓,16.51,住,,,1080217,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820204,104.87,3,1,2,有,有,有,11000,105,,0.0,0,含管理費、稅金或水電等費用。；,RPQNMLPJLHOFFHB48CC
大雅區,房地(土地+建物),臺中市大雅區建興路152巷15號2樓之1,21.31,住,,,1080301,土地1建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870708,108.95,3,1,2,有,有,有,13500,124,,0.0,0,含管理費、稅金或水電等費用。；,RPSNMLPJLHOFFHB68CC
大雅區,房地(土地+建物)+車位,臺中市大雅區建興路112巷15之1號,19.16,商,,,1080224,土地1建物1車位1,一層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020808,127.48,2,1,1,有,有,有,14500,114,坡道機械,22.5,0,含管理費、稅金或水電等費用。；,RPTNMLPJLHOFFHB78CC
梧棲區,土地,梧棲段208地號,128.0,住,,,1080128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,15488,121,,0.0,0,,RPQPMLPJLHOFFFB48CC
霧峰區,建物,臺中市霧峰區民生路７４巷７號四樓,0.0,住,,,1080219,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1030219,157.88,3,2,2,有,有,有,19500,124,,0.0,0,,RPXOMLPJLHOFFIB76CC
大肚區,土地,中蔗段657地號,660.0,,一般農業區,農牧用地,1080301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,58000,88,,0.0,0,土地租賃面積約為660平方公尺，此案件包含土地上之未登記建物463平方公尺，租金合計為58000元整。,RPSNMLPJLHOFFKB98CC
西屯區,房地(土地+建物),臺中市西屯區臺灣大道四段1270號九樓之5,5.34,住,,,1080212,土地1建物0車位0,九層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990112,78.28,2,2,2,有,有,有,17100,218,,0.0,0,此件為台中市政府社會住宅包租代管試辦計畫租金，原價租金19000，房東租金9折17100，房客租金7折13300,RPSOMLPJLHOFFCB28CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段6之6號9樓之6,10.9,住,,,1080211,土地1建物1車位0,九層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,101.83,3,2,1,有,有,有,30000,295,,0.0,0,,RPUOMLPJLHOFFCB48CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段6號11樓之11,5.67,住,,,1080303,土地1建物1車位0,十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,58.870000000000005,1,1,1,有,有,有,21569,366,,0.0,0,,RPXOMLPJLHOFFCB78CC
西屯區,建物,臺中市西屯區上安路５５號三樓,0.0,住,,,1080210,土地0建物1車位0,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840218,130.96,3,2,2,有,有,有,17000,130,,0.0,0,,RPQPMLPJLHOFFCB18CC
南屯區,建物,臺中市南屯區大英西一街１１號十六樓之４,0.0,住,,,1080219,土地0建物1車位0,十六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821110,116.52,3,2,2,有,有,有,16000,137,,0.0,0,,RPRPMLPJLHOFFCB28CC
西屯區,建物,臺中市西屯區福瑞街７５巷９號,0.0,住,,,1080219,土地0建物1車位1,見其他登記事項,15,店面(店鋪),住商用,鋼筋混凝土造,0830825,259.15,2,2,2,有,有,有,20000,77,坡道機械,0.0,0,,RPSPMLPJLHOFFCB38CC
西屯區,建物,臺中市西屯區永福路１２４號十四樓之１、十四樓之２、十四樓之３,0.0,住,,,1080222,土地0建物1車位2,十四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850527,336.19,5,2,3,有,有,有,45455,135,坡道機械,0.0,0,,RPTPMLPJLHOFFCB48CC
