編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPNMLRKLHOFFAW27CA,1,185.26,住家用,鋼筋混凝土造,107年3月27日,三層,一層 二層 三層 陽台
RPQNMLNKLHOFFAW07DA,,89.57,集合住宅,鋼筋混凝土造,107年12月10日,五層,四層 陽台
RPQNMLNKLHOFFAW07DA,,19.33,共有部分：本共有部分之項目有樓梯間、梯廳、甲梯、電訊室、乙梯、水箱、機械室等７項。,鋼筋混凝土造,107年12月10日,五層,
RPQNMLPKLHOFFAW17CA,1,185.67,住家用,鋼筋混凝土造,107年3月27日,三層,一層 二層 三層 陽台
RPSNMLOKLHOFFAW27CA,4,162.73,住家用,鋼筋混凝土造,103年11月24日,三層,一層 二層 三層 陽台 雨遮
RPRNMLQLLHOFFAW57DA,2,55.30,集合住宅,鋼筋混凝土造,105年11月23日,九層,九層 陽台 屋簷
RPRNMLQLLHOFFAW57DA,2,25.81,共有部分：本共有部分之項目有停車空間兼防空避難室、水箱、消防泵浦室、電信室、發電機室、台電配電室、梯廳、電樓梯間、（停車空間（一樓）垃圾儲藏空間、管委會辦公室、車道、陽台、雨遮、機械室、消防水池、雨水貯留池、基地內通路穿廊等１８項。,鋼筋混凝土造,105年11月23日,九層,
RPSNMLLLLHOFFAW07CA,9,63.84,集合住宅,鋼筋混凝土造,98年10月6日,五層,五層 陽台
RPSNMLLLLHOFFAW07CA,9,7.94,樓梯間、本共有部分之項目有樓梯間等１項。,鋼筋混凝土造,98年10月6日,五層,
RPROMLKLLHOFFAW96CA,4,32.36,集合住宅,鋼筋混凝土造,103年11月13日,三層,二層 陽台
RPROMLKLLHOFFAW96CA,4,4.36,共有部分：本共有部分之項目有走廊、樓梯間等二項。,鋼筋混凝土造,103年11月13日,三層,
RPVNMLLLLHOFFAW37CA,2,238.44,集合住宅,鋼筋混凝土造,105年10月24日,三層,一層 二層 三層 陽台 屋頂突出物
RPQNMLPLLHOFFAW27CA,,100.99,集合住宅,鋼筋混凝土造,107年10月3日,三層,一層
RPQNMLPLLHOFFAW27CA,,12.17,共有部分：本共有部分之項目有樓梯間１項。,鋼筋混凝土造,107年10月3日,三層,
RPWNMLLLLHOFFAW47CA,,79.83,集合住宅,鋼筋混凝土造,107年11月27日,三層,一層 陽台
RPWNMLLLLHOFFAW47CA,,6.53,共有部分：本共有部分之項目有安全梯１項。,鋼筋混凝土造,107年11月27日,三層,
RPSNMLSLLHOFFAW77CA,2,94.96,集合住宅,鋼筋混凝土造,106年6月14日,三層,一層
RPSNMLSLLHOFFAW77CA,2,48.26,共有部分：本共有部分之項目計有無障礙樓梯（丙梯、丁梯）、無障礙昇降設備、梯廳間、維修連通梯（安全梯）、給水水箱等設備、機電設備空間、緊急發電機室、消防機房暨電信機房、停車空間、陽台等１０項。,鋼筋混凝土造,106年6月14日,三層,
RPSNMLSLLHOFFAW77CA,2,13.76,共有部分：本共有部分之項目有停車位１項。,鋼筋混凝土造,106年6月14日,三層,
RPPNMLSLLHOFFAW47CA,3,104.52,集合住宅,鋼筋混凝土造,105年2月5日,三層,二層 陽台
