鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
八里區,房地(土地+建物)+車位,新北市八里區龍米路一段248號五樓,13.24,住,,,1080307,土地1建物1車位1,五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900605,158.66,3,2,2,有,有,有,32000,202,坡道平面,22.0,0,,RPTOMLRJLHOFFEF56CC
三重區,建物,新北市三重區重新路三段111號5樓之1,0.0,商,,,1080215,土地0建物1車位0,五層,12,辦公商業大樓,住商用,鋼筋混凝土造,0811204,203.8,0,0,0,無,有,無,38000,186,,0.0,0,,RPQOMLRJLHOFFGF09CC
新店區,建物,新北市新店區永安街92-2號5樓之1,0.0,住,,,1080125,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861107,42.11,1,1,1,有,無,有,11000,261,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為12222，因為新北市計劃租金上限為18000，選擇代租方案須打九折，實際租賃契約金額為11000。原申報書序號C1FC10801290025,RPPOMLRJLHOFFCF58CC
林口區,房地(土地+建物),新北市林口區文化二路一段116號,19.8,住,,,1080214,土地1建物1車位0,一層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840224,102.64999999999999,0,0,0,無,有,無,78000,760,,0.0,0,租賃範圍不含車位，且無法區分車位面積。；含營業設備。；,RPOPMLRJLHOFFBF48CC
林口區,土地,建林段1373-2地號,275.0,住,,,1080211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,182,,0.0,0,含增建或未登記建物。；第一年租金5萬；第二年租金5.2萬,RPWQMLRJLHOFFBF76CC
新莊區,房地(土地+建物)+車位,新北市新莊區中德路8號15樓,10.84,商,,,1080222,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061109,118.53,2,1,1,有,有,有,25500,215,坡道平面,46.27,0,含管理費、稅金或水電等費用。；租金含管理費/C1FB10803020015,RPPRMLRJLHOFFBF78CC
三峽區,房地(土地+建物),新北市三峽區復興路112號,36.26,住,,,1080301,土地1建物1車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土造,,84.25,0,0,0,無,無,有,35000,415,,0.0,0,,RPVNMLRJLHOFFIF07CC
樹林區,房地(土地+建物)+車位,新北市樹林區大義路2號3樓,18.99,住,,,1080301,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971027,165.07,3,2,2,有,有,有,20000,121,坡道平面,36.93,0,,RPWNMLRJLHOFFIF17CC
三峽區,房地(土地+建物),新北市三峽區愛國路178號6樓,10.71,商,,,1080301,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950914,92.15,2,2,1,有,有,有,14000,152,,0.0,0,,RPXNMLRJLHOFFIF27CC
汐止區,建物,新北市汐止區新台五路一段159號14樓-8,0.0,商,,,1080305,土地0建物1車位0,十四層,14,辦公商業大樓,商業用,鋼筋混凝土造,0880706,93.09,0,0,0,無,有,無,24462,263,,0.0,0,,RPSOMLRJLHOFFDF98CC
汐止區,建物,新北市汐止區復興路29號3樓-7,0.0,商,,,1080305,土地0建物2車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810609,54.58,2,2,1,有,有,有,13200,242,,0.0,0,,RPTOMLRJLHOFFDF09CC
汐止區,建物,新北市汐止區龍安路28巷28號1樓,0.0,商,,,1080215,土地0建物1車位0,一層,27,店面(店鋪),商業用,鋼筋混凝土造,0860703,40.0,1,0,0,無,有,無,19000,475,,0.0,0,更改合約，僅承租約40平方公尺,RPUOMLRJLHOFFDF56CC
汐止區,建物,新北市汐止區龍安路28巷28號1樓,0.0,商,,,1080215,土地0建物1車位0,一層,27,店面(店鋪),商業用,鋼筋混凝土造,0860703,27.12,1,0,0,無,有,無,14500,535,,0.0,0,,RPVOMLRJLHOFFDF66CC
汐止區,建物,新北市汐止區大同路一段122號七樓,0.0,工,,,1080306,土地0建物1車位0,七層,11,廠辦,工業用,鋼筋混凝土造,1000801,154.24,0,0,0,無,有,無,56000,363,,0.0,0,,RPPPMLRJLHOFFDF78CC
汐止區,車位,新北市汐止區大同路一段120號二樓等,0.0,工,,,1080306,土地0建物0車位3,,,其他,,,,109.2,0,0,0,有,有,無,6500,,坡道平面,109.2,6500,,RPQPMLRJLHOFFDF88CC
汐止區,房地(土地+建物),新北市汐止區新台五路二段93號20樓之5,2.58,住,,,1080307,土地1建物1車位0,二十層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840824,79.39,1,1,1,有,有,有,13000,164,,0.0,0,含管理費、稅金或水電等費用。；,RPWPMLSJLHOFFDF96CC
汐止區,房地(土地+建物)+車位,新北市汐止區忠孝東路492之6號5樓,18.74,住,,,1080301,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050530,128.74,2,2,1,有,有,有,23000,179,坡道平面,31.19,0,含管理費、稅金或水電等費用。；,RPXPMLSJLHOFFDF07CC
樹林區,房地(土地+建物)+車位,新北市樹林區學林路1號,75.23,住,,,1080307,土地1建物1車位2,二層,20,店面(店鋪),見其他登記事項,鋼筋混凝土造,0980513,474.87,0,0,0,無,有,無,70000,147,坡道平面,63.38,0,,RPSOMLSJLHOFFIF96CC
中和區,建物,新北市中和區朗路三段60巷27號,0.0,住,,,1080218,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0630524,112.8,5,2,3,有,無,無,31000,275,,0.0,0,,RPVOMLSJLHOFFHF17CC
中和區,建物,新北市中和區中山路二段332巷7號12樓,0.0,工,,,1080218,土地0建物1車位0,十二層,14,辦公商業大樓,見其他登記事項,見其他登記事項,1060118,137.94,0,0,0,無,無,有,32500,236,,0.0,0,,RPPPMLSJLHOFFHF66CC
中和區,建物,新北市中和區華新街198號1樓,0.0,住,,,1080216,土地0建物1車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土造,0660518,53.96,0,0,0,無,無,無,38000,704,,0.0,0,,RPQPMLSJLHOFFHF76CC
中和區,建物,新北市中和區中和路390號12樓之12,0.0,其他,,,1080221,土地0建物1車位0,十二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951221,57.739999999999995,1,1,1,有,有,無,21000,364,,0.0,0,,RPSPMLSJLHOFFHF96CC
永和區,建物,新北市永和區保安路81號,0.0,住,,,1080217,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0830401,83.9,0,0,0,無,無,無,33000,393,,0.0,0,,RPUPMLSJLHOFFHF17CC
新莊區,房地(土地+建物)+車位,新北市新莊區樹新路216號二樓,13.61,商,,,1080213,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060419,147.54000000000002,0,0,1,有,有,無,25000,169,坡道平面,26.94,0,,RPXSMLSJLHOFFBF17CC
新店區,房地(土地+建物),新北市新店區北新路二段180號,8.68,住,,,1080307,土地1建物1車位0,一層,12,店面(店鋪),見其他登記事項,鋼筋混凝土造,0910513,73.51,0,0,0,無,無,無,59000,803,,0.0,0,,RPTNMLSJLHOFFCF98CC
板橋區,房地(土地+建物),新北市板橋區民生路一段33號12樓之3,23.49,住,,,1080306,土地1建物1車位0,十二層,28,辦公商業大樓,商業用,鋼骨混凝土造,0831202,280.35,0,0,0,無,無,有,55000,196,,0.0,0,,RPXNMLSJLHOFFAF56CC
板橋區,房地(土地+建物),新北市板橋區文化路二段445號12樓,20.12,住,,,1080306,土地1建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0771111,163.85,2,1,2,有,無,有,28000,171,,0.0,0,,RPPOMLSJLHOFFAF48CC
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段82號十二樓,16.7,住,,,1080308,土地1建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010521,110.56,2,2,1,有,有,有,18000,163,坡道平面,21.01,0,,RPQNMLTJLHOFFEF98CC
板橋區,建物,新北市板橋區莊敬路25巷1-1號20樓之2,0.0,住,,,1080307,土地0建物1車位0,二十層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860905,126.45,3,2,2,有,有,有,31000,245,,0.0,0,,RPPNMLKKLHOFFAF67CC
汐止區,建物,新北市汐止區茄苳路319號1樓,0.0,住,,,1080309,土地0建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0721219,87.47,0,0,0,無,無,無,16000,183,,0.0,0,,RPQNMLKKLHOFFDF08CC
汐止區,建物,新北市汐止區仁愛路41號2樓,0.0,住,,,1080310,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711130,84.22,2,2,1,有,無,無,14000,166,,0.0,0,,RPRNMLLKLHOFFDF28CC
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段175號18樓,7.37,商,,,1080309,土地1建物1車位1,十八層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890523,158.9,3,2,1,有,有,有,30000,189,坡道平面,39.45,0,,RPSNMLLKLHOFFDF38CC
汐止區,建物,新北市汐止區新台五路一段77號之1一樓,0.0,其他,,,1080221,土地0建物1車位2,一層,21,廠辦,工商用,鋼造,0830330,231.42,3,0,0,有,有,無,62938,272,坡道平面,72.32,0,租金為含稅金額。,RPTOMLLKLHOFFDF58CC
樹林區,建物,新北市樹林區學勤路472號1樓,0.0,商,,,1080220,土地0建物1車位1,一層,24,店面(店鋪),見其他登記事項,鋼筋混凝土造,0990312,349.1,7,1,2,有,有,無,80000,229,坡道平面,35.47,0,不含稅不含管,RPWNMLLKLHOFFIF66CC
土城區,房地(土地+建物),新北市土城區中央路一段67之3號4樓,25.08,住,,,1080301,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770120,99.11,3,2,2,有,無,有,17000,172,,0.0,0,,RPOTMLLKLHOFFAF48EC
板橋區,建物,新北市板橋區文化路一段285巷2弄8號二樓,0.0,住,,,1080221,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,69.08,2,2,1,有,無,有,18000,261,,0.0,0,,RPSQMLLKLHOFFAF38CC
板橋區,建物,新北市板橋區華興街22號,0.0,商,,,1080222,土地0建物1車位0,見使用執照,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,0991230,160.74,0,0,0,無,有,無,40000,249,,0.0,0,建物為1+2樓並扣除車位面積15平方公尺,RPTQMLLKLHOFFAF48CC
土城區,建物,新北市土城區立德路66號13樓,0.0,住,,,1080221,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830617,106.09,2,2,2,有,有,有,15000,141,,0.0,0,,RPVQMLLKLHOFFAF68CC
板橋區,建物,新北市板橋區廣和街62號12樓,0.0,住,,,1080222,土地0建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971120,138.77,2,2,2,有,有,有,32000,231,坡道平面,20.59,0,,RPWQMLLKLHOFFAF78CC
新莊區,建物,新北市新莊區自立街214巷10弄24號3樓,0.0,住,,,1080226,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681020,88.48,3,2,2,有,無,有,13500,153,,0.0,0,,RPORMLLKLHOFFBF18CC
五股區,建物,新北市五股區自強路90巷21號,0.0,住,,,1080118,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0690910,123.0,3,2,2,有,無,有,12400,101,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為13778，因為新北市計劃租金上限為18000，選擇代租方案須打九折，實際租賃契約金額為12400 。原申報書C1FB10803040019,RPWRMLLKLHOFFBF98CC
新莊區,建物,新北市新莊區新豐街53號2樓,0.0,住,,,1080308,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830401,50.43,1,1,1,有,有,有,12133,241,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為13481，因為新北市計劃租金上限為18000，選擇代租方案須打九折，實際租賃契約金額為12133。,RPQSMLLKLHOFFBF48CC
八里區,房地(土地+建物)+車位,新北市八里區商港六路31號2樓,27.33,住,,,1080226,土地1建物1車位1,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000114,121.82,3,2,2,有,有,無,16000,131,坡道平面,46.31,0,,RPWNMLLKLHOFFEF88CC
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段148巷15號十樓,28.64,住,,,1080303,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613,107.52,3,2,2,有,有,有,19000,177,坡道平面,29.24,0,,RPQOMLLKLHOFFEF38CC
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段135號二樓,42.42,住,,,1080303,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011101,186.82,4,2,2,有,有,有,25000,134,坡道平面,29.92,0,,RPROMLLKLHOFFEF48CC
淡水區,房地(土地+建物),新北市淡水區淡金路38巷33號十六樓之25,5.5,住,,,1080305,土地1建物1車位0,十六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,44.62,1,1,1,有,無,有,13500,303,,0.0,0,,RPSOMLLKLHOFFEF58CC
八里區,房地(土地+建物),新北市八里區中山路2段209號6樓,18.25,住,,,1080228,土地2建物2車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820310,85.86,5,2,3,有,無,有,30000,349,,0.0,0,,RPTOMLLKLHOFFEF68CC
淡水區,建物,新北市淡水區新市五路三段222號二十一樓,0.0,商,,,1080223,土地0建物1車位0,二十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,108.49000000000001,2,1,1,有,有,有,14350,132,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為15944，因為新北市計劃租金上限為18000，選擇代租方案須打九折，實際租賃契約金額為14350。,RPVOMLLKLHOFFEF88CC
蘆洲區,建物,新北市蘆洲區中山二路２３號五樓,0.0,其他,,,1080224,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730316,93.0,2,2,2,有,無,有,16000,172,,0.0,0,,RPOPMLLKLHOFFGF48CC
蘆洲區,建物,新北市蘆洲區信義路１５８之１０號十一樓,0.0,住,,,1080222,土地0建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011005,174.42000000000002,3,2,2,有,有,有,45000,258,坡道平面,30.64,0,,RPXPMLMKLHOFFGF86CC
三重區,建物,新北市三重區文化南路１６號,0.0,其他,,,1080222,土地0建物2車位0,一層,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0711130,166.29,0,1,1,有,無,無,86275,519,,0.0,0,,RPOQMLMKLHOFFGF68CC
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段189巷15弄6號5樓,21.74,住,,,1080309,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051229,95.32,2,2,1,有,有,無,18000,189,坡道平面,42.94,0,,RPTOMLMKLHOFFEF78CC
八里區,建物,新北市八里區文昌路59號,0.0,住,,,1080227,土地0建物1車位0,一層,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,1070522,80.12,0,1,1,有,有,無,25000,312,,0.0,0,,RPTQMLMKLHOFFEF98CC
五股區,房地(土地+建物)+車位,新北市五股區新城一路69號10樓,62.59,工,,,1080214,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980824,289.4,5,3,3,有,有,無,50789,175,坡道平面,5.83,0,含管理費、稅金或水電等費用。；租金含管理費,RPVQMLMKLHOFFBF88CC
新莊區,房地(土地+建物)+車位,新北市新莊區中德路20號12樓,5.42,商,,,1080226,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061109,118.53,2,1,1,有,有,有,26000,219,坡道平面,45.24,0,含管理費、稅金或水電等費用。；租金含管理費,RPWRMLMKLHOFFBF09CC
板橋區,建物,新北市板橋區漢生東路242號二十三樓,0.0,其他,,,1080216,土地0建物1車位1,二十三層,29,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980724,120.58,2,2,1,有,有,有,40000,332,坡道機械,12.7,0,1.每月租金新台幣肆萬元整含所有一切稅費、車位、管理費等。,RPWTNLMKLHOFFAF66CC
汐止區,建物,新北市汐止區大同路二段236號6樓-7,0.0,其他,,,1080311,土地0建物1車位0,六層,24,套房(1房1廳1衛),住家用,鋼骨鋼筋混凝土造,0850710,37.51,1,0,1,有,有,有,11000,293,,0.0,0,,RPPPMLMKLHOFFDF38CC
永和區,建物,新北市永和區安樂路272巷4號,0.0,其他,,,1080114,土地0建物1車位0,二層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0791228,58.51,0,0,0,無,有,有,15000,256,,0.0,0,僅承租二樓變更建物面積，原申請序號C1FH10802080001,RPVNMLMKLHOFFHF56CC
永和區,建物,新北市永和區安樂路272巷4號,0.0,其他,,,1080114,土地0建物1車位0,一層,11,店面(店鋪),商業用,鋼筋混凝土造,0791228,59.63,0,0,0,無,有,無,19000,319,,0.0,0,,RPWNMLMKLHOFFHF66CC
中和區,建物,新北市中和區員山路502號,0.0,工,,,1080218,土地0建物1車位0,八層,8,廠辦,工業用,鋼筋混凝土造,0821019,614.73,0,0,0,無,有,無,90000,146,,0.0,0,,RPPPMLMKLHOFFHF78CC
中和區,建物,新北市中和區立德街200巷48號5樓,0.0,工,,,1080212,土地0建物1車位0,五層,6,廠辦,工業用,鋼筋混凝土造,0830409,166.26,0,0,0,無,有,無,31000,186,,0.0,0,,RPURMLMKLHOFFHF86CC
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段223號七樓,8.76,住,,,1080227,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060220,126.79,2,2,1,有,有,無,19000,150,坡道平面,28.78,0,,RPROMLMKLHOFFEF78EC
林口區,房地(土地+建物)+車位,新北市林口區民有街26號1樓,9.07,商,,,1080216,土地1建物1車位1,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,0990128,96.66999999999999,0,0,0,無,有,無,22000,228,坡道平面,17.81,0,,RPPOMLMKLHOFFBF28EC
板橋區,房地(土地+建物),新北市板橋區民生路三段29巷1號,35.3,住,,,1080223,土地1建物1車位0,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810622,162.2,2,1,1,有,有,無,70000,432,,0.0,0,含增建或未登記建物。；有裝潢期108/2/23?108/3/31,RPTSOLMKLHOFFAF09DC
八里區,建物,新北市八里區中山路一段366號五樓,0.0,商,,,1080128,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850217,88.88999999999999,2,1,1,有,有,有,12000,135,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為13333，因為新北市計劃租金上限為18000，選擇代租方案須打九折，實際租賃契約金額為12000。,RPXRMLNKLHOFFEF17EC
中和區,房地(土地+建物)+車位,新北市中和區中原二街123號15樓,24.46,住,,,1080103,土地1建物1車位1,十五層,23,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1021227,147.75,2,1,1,有,無,有,30000,203,坡道平面,36.58,0,,RPPOMLNKLHOFFHF78CC
中和區,建物,新北市中和區景安路209號,0.0,住,,,1080215,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0821016,173.89,0,0,0,無,有,無,125000,719,,0.0,0,租金調整:第1-4年每月12.5萬，第5-8年每月13萬,RPPQMLNKLHOFFHF98CC
板橋區,房地(土地+建物),新北市板橋區中正路222號15樓,142.0,住,,,1071114,土地2建物1車位0,全,5,透天厝,商業用,鋼筋混凝土造,0690830,473.67,0,0,0,無,無,無,250000,528,,0.0,0,,RPPPMLNKLHOFFAF38EC
新莊區,房地(土地+建物),新北市新莊區中正路110號,27.22,住,,,1080226,土地1建物1車位0,一層,18,店面(店鋪),見其他登記事項,鋼筋混凝土造,1021115,204.01999999999998,0,0,0,無,無,有,68988,338,,0.0,0,租賃範圍不含車位，且無法區分車位面積。；,RPVQMLNKLHOFFBF98CC
新莊區,房地(土地+建物)+車位,新北市新莊區中港路531巷92號3樓,17.77,住,,,1080227,土地1建物1車位1,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920831,138.95,3,2,2,有,有,有,26000,187,坡道平面,19.4,0,含管理費、稅金或水電等費用。；租金含管理費,RPTSMLNKLHOFFBF98CC
新莊區,房地(土地+建物),新北市新莊區中港路中慶巷28號1樓,28.0,住,,,1080220,土地1建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0760227,98.15,2,1,1,有,無,無,26000,265,,0.0,0,,RPXSMLNKLHOFFBF76CC
淡水區,房地(土地+建物),新北市淡水區民生路30號,80.9,住,,,1071021,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,,155.68,1,0,0,無,無,無,70000,450,,0.0,0,,RPSSMLNKLHOFFEF56CC
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段126巷88號六樓,26.73,住,,,1080220,土地1建物1車位1,六層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050816,155.23,3,2,2,有,有,無,21000,135,坡道平面,36.51,0,,RPOOMLOKLHOFFEF48CC
淡水區,房地(土地+建物),新北市淡水區新春街85巷35號十樓,12.83,住,,,1080302,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850912,57.660000000000004,3,2,1,有,有,有,12000,208,,0.0,0,,RPQOMLOKLHOFFEF68CC
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段196號17樓,10.57,住,,,1080312,土地1建物1車位1,十七層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,117.86,3,2,2,有,有,有,20000,170,坡道平面,30.84,0,,RPROMLOKLHOFFEF78CC
淡水區,房地(土地+建物),新北市淡水區中正東路二段83號四樓之7,3.15,住,,,1080313,土地1建物1車位0,四層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0920922,51.04,1,1,1,有,有,有,15000,294,,0.0,0,,RPVOMLOKLHOFFEF56CC
淡水區,房地(土地+建物)+車位,新北市淡水區新民街一段41之1號十六樓,11.69,住,,,1080226,土地1建物1車位1,十六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981225,114.77,3,2,2,有,有,有,19000,166,坡道平面,29.92,0,,RPVQMLOKLHOFFEF76CC
蘆洲區,建物,新北市蘆洲區三民路370號五樓之七,0.0,其他,,,1080301,土地0建物1車位0,五層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,80.0,2,1,1,有,有,有,23000,288,,0.0,0,,RPTOMLOKLHOFFGF56CC
新莊區,建物,新北市新莊區化成路5之4號,0.0,工,,,1080312,土地0建物1車位0,見其他登記事項,4,工廠,見其他登記事項,鋼筋混凝土造,0771117,266.27,0,0,0,無,無,無,70000,,,0.0,0,含增建或未登記建物。；租金未含個人租賃稅及補充保險費.,RPVPMLOKLHOFFBF98CC
板橋區,房地(土地+建物),新北市板橋區新府路82號十八樓,7.48,其他,,,1080313,土地1建物1車位0,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971119,88.07,3,1,1,有,有,有,33000,375,,0.0,0,,RPXRMLOKLHOFFAF66CC
板橋區,建物,新北市板橋區民生路一段59號5樓,0.0,住,,,1080218,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921209,135.38,0,0,0,無,有,無,30000,222,,0.0,0,租賃範圍不含車位,RPXSMLOKLHOFFAF76CC
板橋區,建物,新北市板橋區民生路一段57號5樓,0.0,住,,,1080218,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0921209,131.88,0,0,0,無,有,無,30000,227,,0.0,0,租賃範圍不含車位,RPOTMLOKLHOFFAF58CC
汐止區,建物,新北市汐止區樟樹二路277巷12號10樓,0.0,住,,,1080223,土地0建物1車位0,十層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850123,98.27000000000001,2,2,2,有,有,有,17000,173,,0.0,0,,RPPPMLOKLHOFFDF58CC
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段110號17樓,54.57,工,,,1080219,土地1建物1車位1,十七層,26,廠辦,工業用,鋼造,0831222,817.11,0,0,0,無,有,無,136300,167,坡道平面,0.0,0,,RPQQMLOKLHOFFDF78CC
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段75號4樓之7,36.84,工,,,1080301,土地1建物1車位3,四層,21,廠辦,工商用,鋼造,0830330,458.02,0,0,0,無,無,有,69275,151,坡道平面,0.0,0,,RPTQMLOKLHOFFDF09CC
中和區,房地(土地+建物),新北市中和區安平路40號,19.72,住,,,1080227,土地1建物1車位0,一層,13,店面(店鋪),商業用,鋼筋混凝土造,0850117,146.9,2,1,1,有,無,有,36000,245,,0.0,0,,RPWNMLOKLHOFFHF86CC
中和區,建物,新北市中和區興南路二段34巷55弄17號5樓,0.0,住,,,1080313,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780513,99.14,3,2,2,有,無,有,16200,163,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為18000，因為新北市計劃租金上限為18000，選擇代租方案須打九折，實際租賃契約金額為16200。,RPQPMLOKLHOFFHF09CC
林口區,房地(土地+建物),新北市林口區中北三街57號,36.99,住,,,1071219,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1031202,128.06,0,0,0,無,有,有,30000,234,,0.0,0,,RPROMLOKLHOFFBF58DC
永和區,建物,新北市永和區中和路409號4樓,0.0,住,,,1080218,土地0建物1車位0,四層,15,辦公商業大樓,商業用,鋼筋混凝土造,0850701,132.96,0,0,0,無,有,無,35000,263,,0.0,0,僅承租權利範圍1/2,RPRQMLPKLHOFFHF76CC
永和區,建物,新北市永和區中和路409號4樓,0.0,住,,,1080218,土地0建物1車位0,四層,15,辦公商業大樓,商業用,鋼筋混凝土造,0850701,132.95,0,0,0,無,有,無,35000,263,,0.0,0,僅承租權利範圍1/2,RPSQMLPKLHOFFHF86CC
永和區,建物,新北市永和區竹林路216號,0.0,商,,,1080221,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0750425,90.27,0,0,0,無,無,無,85000,942,,0.0,0,,RPVQMLPKLHOFFHF17CC
