編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTNMLMLLHOFFDP07CC,24,45.38,住家用,鋼筋混凝土造,84年4月6日,十二層,
RPSNMLTKMHOFFAP37CC,37,83.96,住商用,ＲＣ構造,71年2月26日,三層,
RPSNMLQLMHOFFAP17CC,37,71.99,住商用,ＲＣ構造,71年2月26日,三層,
RPSNMLMLLHOFFDP96CC,29,51.37,住家用,加強磚造,79年3月13日,二層,
